COMID,FromNode,ToNode,Hydrosq,AreSqKM,cum_totco2g_m2_day,TOT_urban16,TOT_forest16,TOT_wetland16,TOT_agrc16,TOT_shrub16,TOT_othr16,h_tot,h_rel,tot_other_3,tot_ntrl_3,tot_shrb_3,h_rel_3,h_rel_3,CAT_STREAM_LENGTH,CAT_STREAM_SLOPE,TOT_STREAM_LENGTH,TOT_STREAM_SLOPE,CAT_BASIN_AREA,TOT_BASIN_AREA,totco2g_m2_day_fill,logQ_m3_div_s,logDA_km2,logw_m,length_m,logwbkf_m,logd_m,logK_m_div_s,D50_m,StreamOrde,pred_annual_DOC,pred_annual_DO,no3_conc_mg_l,logRT_total_hz_s,logq_hz_total_m_s,totco2_o2g_m2_day,totco2_ang_m2_day
23099412,50019140,50019139,50004374,0.6732,188677.6929,5.1,28.94,1.33,14.62,23.4,26.61,1.541333797,0.860234771,46.33,30.27,23.4,0.96308228,0.783019433,1.315,0,11437.56,0.033914,0.67,15230.09,3.307657957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23099414,50019141,50019140,50004383,0.1881,188674.3852,5.11,28.95,1.33,14.62,23.4,26.59,1.541490418,0.860322183,46.32,30.28,23.4,0.963120998,0.783098998,0.316,0,11436.24,0.033918,0.19,15229.42,1.653515935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23099416,50019142,50019141,50004392,0.0018,188672.7317,5.11,28.95,1.33,14.62,23.4,26.59,1.541490418,0.860322183,46.32,30.28,23.4,0.963120998,0.783098998,0.021,0,11435.93,0.033919,0,15229.23,136.8334198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23099418,50019143,50019142,50004402,0.1494,188535.8983,5.11,28.95,1.33,14.62,23.4,26.59,1.541490418,0.860322183,46.32,30.28,23.4,0.963120998,0.783098998,0.171,0,11435.91,0.033919,0.15,15229.23,2.213973761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23099420,50019144,50019143,50004412,5.8797,188533.6843,5.11,28.95,1.33,14.62,23.4,26.59,1.541490418,0.860322183,46.32,30.28,23.4,0.963120998,0.783098998,3.264,0,11435.74,0.033919,5.88,15229.08,0.127100901,2.010802404,4.182673642,2.070009592,3264,2.106804839,0.198143089,-3.85656985,0.000217801,7,2.325392027,10.86329643,0.424408403,8.500440021,-5.790458178,0.125761852,0.001339049
23099422,50019145,50019144,50004425,0.3618,188533.5572,5.08,28.96,1.32,14.63,23.41,26.6,1.540758821,0.859913871,46.31,30.28,23.41,0.963183123,0.782727337,0.427,0,11432.47,0.033929,0.36,15223.2,7.002669334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23099424,50019146,50019145,50004438,4.9896,188526.5545,5.08,28.96,1.32,14.63,23.41,26.6,1.540758821,0.859913871,46.31,30.28,23.41,0.963183123,0.782727337,0.686,0,11432.05,0.03393,4.99,15222.84,6.175460339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23099426,50019147,50019146,50004449,7.0056,188520.3791,5.06,28.97,1.32,14.63,23.41,26.61,1.540418771,0.859724085,46.3,30.29,23.41,0.963221772,0.782554586,0.267,0,11431.36,0.033932,7.01,15217.85,2.757104217,2.010787529,4.182353242,2.069840937,267,2.106656673,0.198017978,-1.860967757,0.003714601,7,2.242631455,10.86319567,0.424341161,6.443547233,-4.408366728,2.730007693,0.027096524
23099428,50019148,50019147,50004460,0.4761,188517.622,5.03,28.98,1.32,14.63,23.41,26.63,1.539911314,0.859440868,46.29,30.3,23.41,0.963260371,0.782296791,0.446,0,11431.09,0.033933,0.48,15210.84,4.019127632,2.010778652,4.182153267,2.069735672,446,2.106564197,0.197939891,-1.777235741,0.004184066,7,2.319088667,10.86313273,0.42429019,6.418808099,-4.294478387,3.976278361,0.042849272
23099430,50019149,50019148,50004472,0.5418,188513.6029,5.03,28.98,1.32,14.63,23.41,26.63,1.539911314,0.859440868,46.29,30.3,23.41,0.963260371,0.782296791,0.217,0,11430.65,0.033934,0.54,15210.37,0.583049007,2.010778052,4.182139673,2.069728516,217,2.10655791,0.197934583,-2.522326095,0.001450996,7,2.35605652,10.86312851,0.424287858,7.459046409,-5.158659303,0.576692629,0.006356379
23099432,50019150,50019149,50004484,12.006,188513.0198,5.03,28.98,1.32,14.63,23.41,26.63,1.539911314,0.859440868,46.29,30.3,23.41,0.963260371,0.782296791,2.19,0,11430.43,0.033935,12.01,15209.82,1.396663287,2.010777332,4.182124203,2.069720373,2190,2.106550756,0.197928542,-2.19430681,0.002312849,7,2.278105705,11.47748392,0.424284906,7.053400764,-4.752402303,1.3852468,0.011416487
23099434,50019151,50019150,50004497,0.3609,188511.3774,4.99,29.01,1.32,14.63,23.41,26.64,1.539217527,0.859053659,46.26,30.33,23.41,0.963375869,0.781944338,0.385,0,11425.76,0.033948,0.36,15193.91,1.234720704,2.010756098,4.181669518,2.069481032,385,2.106340492,0.197750995,-2.222037499,0.002223461,7,2.21594555,10.86298061,0.424037247,6.918383433,-4.78601765,1.222971768,0.011748935
23099436,50019152,50019151,50004510,5.7807,188510.1427,4.99,29.01,1.32,14.63,23.41,26.64,1.539217527,0.859053659,46.26,30.33,23.41,0.963375869,0.781944338,3.238,0,11425.38,0.033949,5.78,15193.55,0.5381326,2.010755618,4.181659202,2.069475602,3238,2.106335722,0.197746967,-2.519548966,0.001456735,7,2.269851452,10.86297737,0.424036267,7.559784189,-5.145226508,0.532776785,0.005355815
23099438,50019153,50019152,50004523,7.6689,188411.5447,4.94,29.04,1.32,14.62,23.4,26.68,1.538278587,0.858529626,46.24,30.36,23.4,0.963428952,0.781467343,2.694,0,11420.3,0.033963,7.67,15178.66,0.122840298,2.010735583,4.18123349,2.069251512,2694,2.106138855,0.197580733,-3.037358712,0.000697822,7,2.277690731,10.86284343,0.422493641,8.292766468,-5.803022865,0.121613895,0.001226403
23099440,50019154,50019153,50004535,0.3141,188411.4218,4.93,29.06,1.32,14.61,23.41,26.67,1.538045701,0.85839965,46.21,30.38,23.41,0.963567372,0.781349034,0.406,0,11417.61,0.033971,0.31,15170.99,0.050606221,2.010725264,4.181014011,2.06913598,406,2.10603736,0.19749503,-3.344312895,0.000451094,7,2.282986328,10.86763531,0.422317095,8.505000641,-6.203633845,0.050097343,0.000508877
23099442,50019155,50019154,50004547,0.0405,188411.3712,4.93,29.06,1.32,14.61,23.41,26.67,1.538045701,0.85839965,46.21,30.38,23.41,0.963567372,0.781349034,0.094,0,11417.2,0.033972,0.04,15170.68,21.07262611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23099444,50019156,50019155,50004559,0.1602,188390.2986,4.93,29.06,1.32,14.61,23.41,26.67,1.538045701,0.85839965,46.21,30.38,23.41,0.963567372,0.781349034,0.424,0,11417.11,0.033973,0.16,15170.64,2.845121576,2.010724785,4.18100386,2.069130637,424,2.106032665,0.197491066,-1.918825443,0.00342135,7,2.297433264,10.86763216,0.422305311,6.671183894,-4.469768275,2.815580609,0.029540967
23099446,50019157,50019156,50004572,11.9268,188387.4535,4.93,29.06,1.32,14.6,23.41,26.68,1.537985465,0.858366031,46.21,30.38,23.41,0.963567372,0.781318433,1.149,0,11416.69,0.033974,11.93,15170.48,0.246934629,2.010724545,4.180999274,2.069128223,1149,2.106030544,0.197489276,-2.774946226,0.001013276,7,2.25221065,10.86763072,0.422304504,7.76714243,-5.490515211,0.244528766,0.002405863
23099448,50019158,50019157,50004584,0.063,188387.2066,4.93,29.08,1.32,14.58,23.4,26.69,1.537834476,0.858281763,46.2,30.4,23.4,0.963581737,0.781241728,0.192,0,11415.54,0.033977,0.06,15158.55,0.135593687,2.010708467,4.180657704,2.068948424,192,2.105872589,0.197355898,-3.085964343,0.000651241,7,2.803853898,10.86752325,0.422090439,8.211007107,-5.865472282,0.133114135,0.002479551
23099450,50019159,50019158,50004596,1.8243,188387.071,4.93,29.08,1.32,14.58,23.4,26.69,1.537834476,0.858281763,46.2,30.4,23.4,0.963581737,0.781241728,1.327,0,11415.35,0.033978,1.82,15158.49,0.085978163,2.010708347,4.180655899,2.068947474,1327,2.105871754,0.197355193,-3.153224361,0.000591865,7,2.250488661,10.86752271,0.422089036,8.471674435,-5.950007143,0.085145058,0.000833104
23099452,50019160,50019159,50004610,1.3563,188386.985,4.92,29.08,1.32,14.58,23.4,26.7,1.53766546,0.858187434,46.2,30.4,23.4,0.963581737,0.781155866,0.833,0,11414.02,0.033982,1.36,15156.66,0.173470947,2.010705827,4.180603629,2.06891996,833,2.105847583,0.197334783,-2.919429535,0.000825165,7,2.269008207,10.86750622,0.42205395,7.968119213,-5.657439157,0.171751011,0.001719936
23099454,50019161,50019160,50004624,1.3662,188386.8115,4.92,29.09,1.32,14.58,23.4,26.69,1.537656886,0.858182648,46.19,30.41,23.4,0.963619809,0.78115151,0.78,0,11413.19,0.033984,1.37,15155.31,0.129455482,2.010704028,4.180564764,2.068899502,780,2.10582961,0.197319607,-3.00659556,0.000729012,7,2.251946235,10.86749405,0.422012597,8.177735366,-5.76728335,0.128195503,0.001259978
23099456,50019162,50019161,50004638,4.248,188386.6821,4.92,29.09,1.32,14.57,23.4,26.7,1.537596369,0.858148873,46.19,30.41,23.4,0.963619809,0.781120766,1.946,0,11412.41,0.033987,4.25,15153.94,0.652233921,2.010702228,4.180525612,2.068878893,1946,2.105811505,0.197304319,-2.47647828,0.0015487,7,2.285532807,10.86748171,0.421986969,7.475002596,-5.096248218,0.64564732,0.006586601
23099458,50019163,50019162,50004654,19.9377,188386.0298,4.92,29.1,1.32,14.56,23.4,26.7,1.537527174,0.858110255,46.18,30.42,23.4,0.963657831,0.781085615,0.294,0,11410.46,0.033992,19.94,15149.69,0.737162519,2.010696469,4.180403852,2.0688148,294,2.105755198,0.197256773,-2.398429713,0.001730396,7,2.281281499,10.86744339,0.421867465,7.015859752,-5.05151857,0.72972445,0.007438069
23099460,50019164,50019163,50004668,35.4222,188385.2927,4.92,29.14,1.32,14.47,23.41,26.74,1.536956807,0.857791927,46.13,30.46,23.41,0.963871196,0.78079586,4.178,0,11410.17,0.033993,35.42,15129.76,2.892220345,2.010669831,4.179831924,2.068513743,4178,2.105490716,0.197033445,-1.870969176,0.003662169,7,2.201978157,10.86726357,0.420773279,6.581271289,-4.41348921,2.865014557,0.027205787
23099462,50019165,50019164,50004682,1.053,188382.4004,4.92,29.2,1.32,14.48,23.33,26.75,1.536858208,0.857736897,46.15,30.52,23.33,0.963602117,0.78074577,0.836,0,11405.99,0.034006,1.05,15094.33,24.4622208,2.010621951,4.17881395,2.067977893,836,2.105019964,0.196635943,-1.164225398,0.016295242,7,2.208258641,10.86694331,0.420677752,5.166780729,-3.41738105,24.22957976,0.232641039
23099464,50019166,50019165,50004695,2.6874,188357.9382,4.92,29.21,1.32,14.48,23.32,26.75,1.536835727,0.85772435,46.15,30.53,23.32,0.96357763,0.780734349,1.456,0,11405.15,0.034008,2.69,15093.28,4.422039032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23099466,50019167,50019166,50017303,0.0063,621.3992338,1.39,0.01,0,4.43,25.51,68.66,0.80508447,0.449326198,74.48,0.01,25.51,0.517799228,0.408994331,0.061,0.02,820.61,0.026663,0.01,871.02,3.375838041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23099468,50019168,50019167,50017503,2.5596,618.0233957,1.39,0.01,0,4.43,25.51,68.66,0.80508447,0.449326198,74.48,0.01,25.51,0.517799228,0.408994331,1.438,0,820.55,0.026641,2.56,871.01,0.003075181,-0.664804912,2.940023191,1.415892188,1438,1.532153971,-0.287091354,-4.279110042,0.000119463,4,1.048506653,10.01571861,1.067245766,8.11755582,-7.113509275,0.003060458,1.47E-05
23099470,50019169,50019168,50017702,11.0466,617.9999309,1.41,0.01,0,4.5,25.76,68.32,0.810230644,0.452198332,74.23,0.01,25.76,0.520222503,0.41160866,1.518,0,798.74,0.026579,11.05,856.41,0.001758954,-0.67225735,2.9326796,1.412026604,1518,1.528758003,-0.289958905,-4.43714589,9.54E-05,4,1.052516942,10.00368766,1.078995179,8.343506522,-7.295849483,0.0017503,8.65E-06
23099472,50019170,50019169,50017903,2.1474,617.9972111,1.41,0.01,0,4.57,25.21,68.8,0.806688767,0.450221573,74.78,0.01,25.21,0.514851761,0.409809337,1.413,0,793.2,0.026715,2.15,842.45,0.002146725,-0.679839907,2.925545269,1.408271171,1413,1.525458806,-0.292744743,-4.410310607,9.91E-05,4,1.067152,10.02088633,1.095361111,8.311204596,-7.249491605,0.002136077,1.06E-05
23099474,50019171,50019170,50018110,14.4504,617.9940636,1.43,0.01,0,4.6,25.26,68.7,0.808778162,0.451387687,74.73,0.01,25.26,0.515346013,0.410870779,1.147,0,785.42,0.026941,14.45,836.56,0.000954357,-0.68302892,2.922494707,1.406665389,1147,1.524048105,-0.293935937,-4.404224993,2.76E-05,4,1.072180648,10.01992794,1.107624566,8.51054501,-7.534617149,0.000949648,4.71E-06
23099484,50019172,50140799,50022263,26.2224,507.3722115,1.57,0.01,0,6.13,17.15,75.14,0.754435416,0.421058423,82.84,0.01,17.15,0.418035478,0.383263893,0.922,0,605.61,0.026106,26.22,628.4,0.000655031,-0.810603416,2.798234794,1.34125635,922,1.466585392,-0.342457377,-4.404224993,7.59E-06,4,1.139731268,10.11694963,1.315380794,8.51054501,-7.793174124,0.000651776,3.25E-06
23099486,50019173,50019172,50022633,1.0656,303.0543906,1.29,0.01,0,6.6,15.15,76.95,0.723963706,0.404051838,84.84,0.01,15.15,0.388041162,0.367783832,2.018,0,566.89,0.024555,1.07,578.98,0.001237656,-0.844577744,2.762665512,1.322533075,2018,1.450136744,-0.356346593,-4.671901862,6.84E-05,4,1.202159022,10.14950917,1.352850173,8.502828904,-7.573488739,0.001231153,6.50E-06
23099488,50019174,50019173,50025275,2.097,200.4472343,2.6,0.02,0,5.66,25.93,65.79,0.884594926,0.493701828,74.05,0.02,25.93,0.522629185,0.44938677,1.848,0,168.35,0.017345,2.1,236.02,0.002342703,-1.240673065,2.372943102,1.117387524,1848,1.269913641,-0.508526747,-4.404224993,5.76E-05,3,1.243082129,9.998398919,1.459060005,7.950210401,-7.276544328,0.002329515,1.32E-05
23099492,50019175,50140802,50026954,2.5839,198.9695009,0.32,0.03,0,8.37,32.22,59.06,0.90437324,0.504740316,67.75,0.03,32.22,0.574482404,0.459434435,3.638,0.01,138.88,0.020305,2.58,151.51,0.001962298,-1.37157442,2.180450471,1.01606154,3638,1.180897411,-0.583691935,-4.404224993,5.37E-05,3,1.211885217,10.37892713,1.642528816,7.799029486,-7.317854924,0.001952583,9.72E-06
23099494,50019176,50019175,50027573,0.612,198.9667297,0.26,0.03,0,8.76,33.68,57.27,0.916960207,0.511765236,66.29,0.03,33.68,0.583918766,0.465828792,1.71,0.01,130.06,0.021375,0.61,144.84,0.004930568,-1.389894319,2.160879521,1.005759609,1710,1.171847028,-0.591334067,-4.224436879,0.000129116,3,1.133042615,10.43110822,1.739785313,7.370066525,-6.970210529,0.004907974,2.26E-05
23099496,50019177,50019176,50028232,0.0108,198.9603197,0.25,0.03,0,7.79,34.9,57.03,0.903901466,0.504477013,65.07,0.03,34.9,0.591136731,0.459194767,0.124,0.02,120.6,0.022886,0.01,138.67,0.026954973,-1.408390845,2.141997235,0.995820184,124,1.16311511,-0.598707287,-3.570655567,0.000327001,3,1.060434273,10.43974446,1.746405739,6.402918778,-6.149537567,0.026837453,0.00011752
23099498,50019178,50019177,50028942,1.2465,198.9310176,0.19,0.03,0,6.18,38.81,54.79,0.883365296,0.493015559,61.16,0.03,38.81,0.610294185,0.448762101,1.091,0.01,110.46,0.024624,1.25,123.63,0.007096178,-1.457344404,2.092112277,0.969561295,1091,1.140046326,-0.618186538,-3.991229124,0.000179861,3,0.879394518,10.42406241,1.65794139,6.974517985,-6.6712128,0.007068468,2.77E-05
23099500,50019179,50019178,50029710,0.5301,198.9232497,0.19,0.03,0,6.31,39.27,54.2,0.887715746,0.495443591,60.7,0.03,39.27,0.61215804,0.450972191,0.98,0.01,107.01,0.024951,0.53,121.02,0.006940132,-1.466247842,2.082851766,0.964686665,980,1.135763898,-0.621802614,-4.002997835,0.000176877,3,0.836073967,10.44545234,1.682054793,6.973724088,-6.690156995,0.006913816,2.63E-05
23099502,50019180,50019179,50030519,2.1222,198.8874795,0.07,0.03,0,1.59,44.47,53.84,0.767084738,0.428118144,55.5,0.03,44.47,0.627678609,0.389689928,3.831,0.02,90.68,0.027569,2.12,102.44,0.005177049,-1.535117887,2.010480168,0.92659106,3831,1.1022964,-0.650062526,-4.018709751,0.000172971,2,0.781818182,10.53448544,1.73896797,6.936993411,-6.706416487,0.005158363,1.87E-05
23099504,50019181,50019180,50031388,1.3113,198.8803724,0,0.03,0,0.41,46.81,52.75,0.717684878,0.400547557,53.16,0.03,46.81,0.631391646,0.364594098,1.197,0.02,82.39,0.029372,1.31,96.01,0.012806023,-1.561631336,1.982305161,0.911760048,1197,1.089267159,-0.6610644,-3.765187466,0.000248009,2,0.781818182,10.50618678,1.745107621,6.583779463,-6.372224625,0.012759504,4.65E-05
23099506,50019182,50019181,50032312,1.6767,198.8665902,0,0.03,0,0.03,48.38,51.56,0.69769214,0.389389397,51.59,0.03,48.38,0.632759408,0.354437504,1.796,0.02,78.79,0.029572,1.68,92.83,0.011480805,-1.575289521,1.9676949,0.904069369,1796,1.082510795,-0.666769465,-3.800982159,0.000235707,2,0.781818182,10.51130765,1.677532703,6.639016229,-6.407823243,0.01143915,4.17E-05
23099508,50019183,50019182,50033316,0.0027,198.853482,0,0.03,0,0.03,51.06,48.88,0.697960368,0.389539098,48.91,0.03,51.06,0.633018131,0.354573767,0.029,0.19,74.19,0.030193,0,87.94,94.85375977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23099510,50019184,50019183,50034388,1.7388,103.9938161,0,0.04,0,0.03,54.86,45.07,0.694121607,0.387396645,45.1,0.04,54.86,0.629546093,0.352623622,1.374,0.02,67.25,0.02974,1.74,81.77,0.011726775,-1.628877019,1.912605682,0.875071017,1374,1.057035355,-0.688280893,-3.846021811,0.000221091,2,0.781818182,10.51342255,1.593758285,6.675478916,-6.450261269,0.011684386,4.24E-05
23099512,50019185,50019184,50035550,0.0756,103.9780397,0,0.04,0,0.03,58.61,41.32,0.683891656,0.381687201,41.35,0.04,58.61,0.620258105,0.347426662,0.273,0.04,62.34,0.030638,0.08,76.51,0.083915973,-1.65586051,1.883743177,0.859878114,273,1.043688188,-0.699551224,-3.15776088,0.000588061,2,0.781818182,10.48489661,1.507194902,5.680379397,-5.572822356,0.083612535,0.000303438
23099514,50019186,50019185,50036818,0.9387,103.8931888,0,0.04,0,0.03,59.8,40.13,0.679438883,0.379202061,40.16,0.04,59.8,0.616212993,0.345164591,0.827,0.03,60.09,0.029789,0.94,74.98,0.05742835,-1.664293678,1.874939644,0.855244032,827,1.039617085,-0.702988858,-3.256669007,0.000510938,2,0.781818182,10.49185916,1.486364634,5.774586461,-5.732382468,0.057220889,0.000207461
23099516,50019187,50019186,50038220,5.3109,103.832975,0,0.04,0,0,63.15,36.81,0.661282602,0.369068847,36.81,0.04,63.15,0.601925364,0.335940942,2.324,0.02,55.96,0.0302,5.31,70.99,0.011969576,-1.687018492,1.851176376,0.842735311,2324,1.028628007,-0.712268021,-3.78937734,0.000239627,2,0.781818182,10.50383334,1.417528816,6.569714072,-6.374070507,0.011926232,4.33E-05
23099518,50019188,50019187,50039800,2.7603,103.8200119,0,0.05,0,0,71.92,28.03,0.59737225,0.333399801,28.03,0.05,71.92,0.543751655,0.303473577,1.074,0.02,50.94,0.031802,2.76,61.95,0.023022082,-1.742454253,1.792039208,0.811606163,1074,1.001280634,-0.735360107,-3.608093936,0.000310055,2,0.781818182,10.47550532,1.369961735,6.248831155,-6.160836317,0.022938576,8.35E-05
23099520,50019189,50019188,50041567,0.0324,103.7941277,0,0.05,0,0,75.64,24.31,0.558787992,0.311865517,24.31,0.05,75.64,0.50863075,0.283872227,0.147,0.04,48.05,0.030801,0.03,58.36,0.069185001,-1.766918174,1.766139096,0.797972631,147,0.989303395,-0.745473672,-3.231679782,0.000529412,2,0.781818182,10.50137731,1.350749261,5.711980677,-5.656926366,0.068936255,0.000248747
23099522,50019190,50019189,50043547,2.4552,103.7243003,0,0.05,0,0,76.11,23.84,0.553392733,0.308854365,23.84,0.05,76.11,0.503719773,0.281131358,1.216,0.03,44.98,0.03068,2.46,55.95,0.046004414,-1.783032128,1.747788447,0.788313054,1216,0.980817327,-0.752639297,-3.381450922,0.0004279,2,0.781818182,10.47617301,1.350550403,5.913788467,-5.849090126,0.045838032,0.000166382
23099524,50019191,50019190,50045811,0.7362,103.6745892,0,0.06,0,0,81.87,18.07,0.477384618,0.266433428,18.07,0.06,81.87,0.434534205,0.242518158,0.767,0.01,41.17,0.031091,0.74,50.72,0.004537696,-1.826144495,1.705205788,0.765898014,767,0.961125416,-0.769267121,-4.193199564,0.000134978,2,0.781818182,10.46276761,1.356926334,7.045006415,-6.821598658,0.004521126,1.66E-05
23099526,50019192,50019191,50048384,0.6966,103.6694824,0,0.06,0,0,82.43,17.51,0.468816899,0.261651693,17.51,0.06,82.43,0.426735532,0.238165635,0.671,0.02,37.68,0.032113,0.7,47.33,0.006762104,-1.854228164,1.675112647,0.750057319,671,0.947209154,-0.781017995,-4.022598349,0.000172017,2,0.781818182,10.44359654,1.367666255,6.742869134,-6.680893941,0.006737368,2.47E-05
23099528,50019193,50019192,50051339,0.3033,103.6493769,0,0.06,0,0,81.71,18.23,0.479793398,0.267777794,18.23,0.06,81.71,0.436726771,0.243741852,0.522,0.02,35.19,0.030406,0.3,44.68,0.009338759,-1.879569196,1.650126772,0.736905032,522,0.935654694,-0.790774565,-3.898505192,0.000205198,2,0.781818182,10.46003065,1.377480101,6.549642679,-6.5172693,0.009304687,3.41E-05
23099530,50019194,50019193,50054809,4.7079,103.6382483,0,0.07,0,0,82.76,17.17,0.464224505,0.259088629,17.17,0.07,82.76,0.422555354,0.235832633,1.62,0.02,31.53,0.031082,4.71,42.21,0.01030151,-1.904502436,1.62536905,0.723872842,1620,0.924205741,-0.800442047,-3.877966072,0.000211277,2,0.781818182,10.4619844,1.384336279,6.521592841,-6.454816632,0.010263907,3.76E-05
23099532,50019195,50019194,50058925,0.036,103.6207912,0,0.07,0,0,82.64,17.29,0.466106788,0.260139152,17.29,0.07,82.64,0.424268682,0.23678886,0.165,0.05,28.11,0.030238,0.04,36.14,0.063987539,-1.97161376,1.557949692,0.68838404,165,0.893028355,-0.82676819,-3.250396311,0.000515514,2,0.781818182,10.53799528,1.40380549,5.534957189,-5.70333481,0.0637588,0.000228739
23099534,50019196,50019195,50063894,0.3033,103.5563215,0,0.07,0,0,82.91,17.02,0.461857403,0.257767525,17.02,0.07,82.91,0.420400726,0.234630112,0.613,0.03,24.64,0.030438,0.3,33.97,0.01850113,-1.99895185,1.531044405,0.674221396,613,0.880586283,-0.837274259,-3.65025656,0.00029202,2,0.781818182,10.51981508,1.409425337,6.099007784,-6.198527686,0.018434643,6.65E-05
23099536,50019197,50019196,50070170,0,103.5233545,0,0.08,0,0,82.29,17.63,0.472085546,0.26347596,17.63,0.08,82.29,0.429710783,0.239826154,0.018,0,21.9,0.027397,0,31.94,103.1699677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23099538,50019198,50019197,50078306,5.7924,0.350040249,0,0.09,0,0,83.61,16.3,0.451662431,0.252077603,16.3,0.09,83.61,0.411120862,0.229450922,2.162,0.03,18.33,0.030005,5.79,27.19,0.01216116,-2.094636774,1.434450734,0.62337556,2162,0.835917538,-0.87499249,-3.841687575,0.000222457,2,0.781818182,10.48454415,1.426695586,6.314478703,-6.405496956,0.012117022,4.41E-05
23099540,50019199,50019198,50089455,0.1071,0.33626786,0,0.13,0,0,86.02,13.85,0.411975401,0.229927849,13.85,0.13,86.02,0.37499617,0.209289348,0.182,0.06,13.23,0.034769,0.11,18.77,0.071881991,-2.253488884,1.273535994,0.538671826,182,0.761504178,-0.937827034,-3.293738509,0.000484714,2,0.781818182,10.44787377,1.469461457,5.40451719,-5.683128433,0.071619378,0.000262613
23099542,50019200,50019199,50106294,6.606,0.123130073,0,0.14,0,0,84.5,15.36,0.439268328,0.245160322,15.36,0.14,84.5,0.399839263,0.223154542,1.949,0.04,10.9,0.025688,6.61,16.87,0.015751683,-2.29998185,1.227012096,0.514182163,1949,0.739989682,-0.955993846,-3.788551591,0.000239909,2,0.781818182,10.45760085,1.460149134,6.072968129,-6.334231449,0.015694311,5.74E-05
23099544,50019201,50019200,50137443,0.1233,0.098498562,0,0.13,0,0,84.08,15.79,0.445885727,0.248853562,15.79,0.13,84.08,0.405862679,0.226516274,0.407,0.04,5.84,0.027397,0.12,8.04,0.007411468,-2.623675828,0.904996691,0.344676828,407,0.591076983,-1.081735535,-4.130399287,0.00014758,2,0.781818182,10.57511594,1.491899491,6.211973728,-6.670602121,0.007385082,2.64E-05
23099546,50155213,50019201,50219491,4.4307,0.017616509,0,0.24,0,0,87.57,12.19,0.38725581,0.216131583,12.19,0.24,87.57,0.352495429,0.196731445,3.59,0.07,3.59,0.019499,4.43,4.43,0.017616509,-2.875857251,0.646472345,0.208592483,3590,0.47152507,-1.182685015,-4.037373318,0.000180566,1,0.781818182,10.42079847,1.501567378,5.781504769,-6.437524834,0.017551932,6.46E-05
23099548,50019202,50019166,50004708,7.506,187732.1169,5.14,31.01,1.4,15.09,23.18,24.18,1.542913394,0.861116361,44.41,32.41,23.18,0.96895583,0.783821891,1.313,0,10583.09,0.034583,7.51,14219.58,0.557730673,2.009500477,4.152886677,2.054330064,1313,2.093030165,0.186511772,-2.540189027,0.00141462,7,2.285882307,10.90190373,0.419892237,7.41390489,-5.180528453,0.552170403,0.00556027
23099550,50019203,50019202,50004721,0.4581,187634.1077,5.15,31.04,1.41,15.09,23.19,24.12,1.54328137,0.861321733,44.36,32.45,23.19,0.9691292,0.784008828,0.722,0,10566.48,0.034617,0.46,14205.21,0.283642096,2.009481587,4.152447695,2.054098989,722,2.092827162,0.186340357,-2.746069679,0.00105573,7,2.270822451,10.90176561,0.419764382,7.760786503,-5.431598781,0.280859573,0.002782523
23099552,50019204,50019203,50004734,0.7875,187633.8241,5.15,31.04,1.41,15.09,23.19,24.12,1.54328137,0.861321733,44.36,32.45,23.19,0.9691292,0.784008828,0.419,0,10565.76,0.034619,0.79,14204.75,4.276360989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23099554,50019205,50019204,50004747,3.1491,187629.5477,5.15,31.04,1.41,15.09,23.19,24.12,1.54328137,0.861321733,44.36,32.45,23.19,0.9691292,0.784008828,1.495,0,10565.34,0.034621,3.15,14203.97,0.376133103,2.009479902,4.152409612,2.054078942,1495,2.092809551,0.186325486,-2.670061064,0.001176175,7,2.270204386,10.90175369,0.419763427,7.730738866,-5.338168391,0.37244421,0.003688892
23099558,50019206,50140804,50004790,0.1953,187325.5696,5.15,31.08,1.41,15.11,23.2,24.05,1.543276782,0.861319172,44.31,32.49,23.2,0.969301569,0.784006497,0.325,0,10539.27,0.034646,0.2,14186.58,0.103297757,2.00945716,4.151877666,2.053798932,325,2.092563558,0.186117769,-3.111704054,0.000627845,7,2.278629611,10.90158635,0.419744983,8.305628318,-5.901771734,0.102276401,0.001021356
