"COMID","urban","forest","wetland","agrc","shrub","turban","tforest","twetland","tagrc","tshrub"
"23102912",8.16,0,0,12.24,71.43,0.21,0,0,4.18,75.95
"23102914",17.86,0,0,75,0,0.22,0,0,4.21,75.91
"23102916",0,0,0,0,93.69,0,0,0,0,85.63
"23102918",1.22,0,0,84.79,13.99,1.22,0,0,84.79,13.99
"23102920",2.03,0,0,87.07,10.9,2.03,0,0,87.07,10.9
"23102924",0,0,0,0,76.43,0,0,0,0,78.27
"23102926",3.76,0,0,13.55,71.97,3.66,0,0,69.15,23.93
"23102928",4.38,0,3.36,76.97,15.12,4.38,0,3.36,76.97,15.12
"23102930",0,0,0,0,78.83,0,0,0,0,78.83
"23102934",4.89,34.47,0,0,60.64,4.89,34.47,0,0,60.64
"23102936",5.16,2.8,1.83,0,90.22,5.16,2.8,1.83,0,90.22
"23102940",4.04,52.62,0,0,40.5,6.8,58.93,0.12,0,30.09
"23102942",10.2,50.87,0,0,38.82,10.2,50.87,0,0,38.82
"23102950",0,0,0,0,53.42,0,0,0,0,53.42
"23102952",0,0,0,0,75.08,0.15,0,0,19.09,56.99
"23102954",0,0,0,9.57,56.7,0,0,0,9.57,56.7
"23102958",7.35,0,0,92.64,0,10.62,0,0,33.37,51.88
"23102960",8.55,0,0,91.45,0,5.11,0,0,46.14,47.7
"23102962",9.98,38.42,0.34,0,51.26,9.98,38.42,0.34,0,51.26
"23102970",0,0,0,0,80.05,0,0,0,0,80.05
"23102974",0.13,1.05,2.75,0,96.07,0.13,1.05,2.75,0,96.07
"23102976",0,0,0,0,85.54,0,0,0,0,85.54
"23102978",0,0,0,0,91.73,0,0,0,0,82.99
"23102980",0,0,0,0,58.94,0.55,0,0,23.28,50.69
"23102982",0,0,0,0,78.95,0,0,0,0,78.95
"23102984",0.98,0,0,90.44,8.58,0.98,0,0,90.44,8.58
"23102986",0,0,0,0,53.6,0.1,0,0,12.2,55.74
"23102994",9.38,0,0,81.25,9.38,1.59,0,0,89.77,8.64
"23102996",18.18,0,0,63.63,18.18,2.75,0,0,87.95,9.3
"23102998",0,0,0,0,76.08,0,0,0,0,76.08
"23103002",5.07,0,0,64.17,24.86,5.07,0,0,64.17,24.86
"23103004",0.43,0,0,65.61,33.96,0.43,0,0,65.61,33.96
"23103006",0,0,0,0,70.48,0,0,0,0,70.48
"23103008",0,71.83,0,0,28.17,10.09,55.51,2.52,0,15.92
"23103010",1.39,0,0,91.75,6.86,1.39,0,0,91.75,6.86
"23103012",1.52,0,0,66.55,22.3,1.52,0,0,66.55,22.3
"23103014",14.65,60.44,2.26,0,19.31,14.65,60.44,2.26,0,19.31
"23103016",12.41,0,0,83.96,2.73,1.96,0,0,4.5,86.94
"23103020",7.69,0,0,88.46,3.85,1.78,0,0,67.47,21.52
"23103022",41.18,0,0,58.82,0,2.83,0,0,67.24,20.95
"23103024",8.48,0,0,91.53,0,3.9,0,0.02,36.39,51.69
"23103026",0,68.53,0,0,30.54,7.09,57.88,0.09,0,31.87
"23103028",7.37,58.01,0,0,31.3,7.37,58.01,0,0,31.3
"23103030",2.29,41.41,0,0,55.76,2.29,41.41,0,0,55.76
"23103032",0,0,0,0,72.33,0,0,0,0,74.85
"23103034",0,0,0,0,73.23,0,0,0,0,73.23
"23103036",1.09,0,27.14,50.65,13.35,3.17,0,5.17,57.39,32.7
"23103038",0.96,0,0,6.69,80.11,0.96,0,0,6.69,80.11
"23103040",0,0,0,0,83.52,0,0,0,0,83.52
"23103042",0,0,0,30.77,69.23,0.94,0,0,7.27,79.85
"23103046",0,0,11.4,86.01,2.59,0,0,11.4,86.01,2.59
"23103048",0,0,0,0,81.47,0,0,0,0,81.47
"23103050",0,0,0,0,93.82,0,0,0,0,93.82
"23103052",0,0,0,0,80.97,0,0,0,0,80.97
"23103054",31.58,0,0,52.63,15.79,1.99,0,0,8.83,77.65
"23103056",0,0,0,0,100,0,0,0,0,93.91
"23103058",0,0,0,0,88.02,0,0,0,0,88.02
"23103060",7.69,0,0,0,92.31,0.31,0,0,0,93.85
"23103062",3.19,0,0,66.91,29.89,3.19,0,0,66.91,29.89
"23103064",0,0,0,0,86.21,0,0,0,0,86.21
"23103066",6.03,44.11,0,0,49.86,7.28,39.79,0.13,0,52.81
"23103068",4.6,32.64,1.02,0,61.54,4.43,29.16,0.82,0,63.86
"23103070",0,0,0,0,96.55,0,0,0,0,96.55
"23103072",0,0,0,0,91.93,0,0,0,0,91.93
"23103074",3.48,4.29,8.7,0,81.51,3.99,23.26,2.51,0,68.68
"23103076",0,0,0,0,78.14,0.34,0,0,17.74,53.98
"23103078",0,0,0,0,78.47,0,0,0,0,78.47
"23103080",0,0,0,0,88.35,0,0,0,0,88.35
"23103082",7.4,46.71,0,0,45.89,7.4,46.71,0,0,45.89
"23103084",0,0,0,0,100,0,0,0,0,88.39
"23103086",0,0,0,0,97.3,0.31,0,0,16.33,56.01
"23103088",0,20.65,0.65,0,78.64,0,20.65,0.65,0,78.64
"23103090",0,0,0,17.35,78.06,0,0,0,17.35,78.06
"23103094",3.13,0,0,0,96.88,0.06,0,0,0,88.56
"23103096",0,0,0,7.97,74.05,0,0,0,7.97,74.05
"23103098",0,0,0,9.15,73.72,0,0,0,9.15,73.72
"23103102",0,92.26,0,0,7.74,6.63,60.45,0.06,0,29.94
"23103106",0,0,0,0,95.05,0,0,0,0,95.05
"23103110",0,0,0,1.93,69.98,0,0,0,1.93,69.98
"23103112",11.03,51.42,6.14,0,11.59,11.03,51.42,6.14,0,11.59
"23103114",0,0,0,0,94.17,0.31,0,0,16.28,56.15
"23103116",1.7,40.57,0.33,0,57.19,1.7,40.57,0.33,0,57.19
"23103118",2.4,60.56,0,0,35.35,2.4,60.56,0,0,35.35
"23103120",1.77,0,13.05,85.18,0,5.09,23.87,2.38,17.64,48.95
"23103122",0,0,0,45.45,54.55,0,0,0,2.04,69.94
"23103124",20.5,0,4.27,72.41,2.81,16.13,0.62,1.41,70.84,9.86
"23103126",6.69,0,0,0.64,89.7,2.94,0,0,0.25,95.62
"23103128",0.53,21.78,0.23,0,77.32,0.53,21.78,0.23,0,77.32
"23103130",7.69,0,0,26.92,65.38,0.02,0,0,2.12,69.93
"23103132",0.1,60.22,0,0,39.68,1.3,47.44,0.11,0,50.04
"23103134",2.4,0.29,0.15,0,93.5,2.4,0.29,0.15,0,93.5
"23103136",0,0,0,0,83.8,0.31,0,0,16.05,56.53
"23103138",0,0,0,100,0,5.09,23.9,2.37,17.55,49.01
"23103144",4.74,35.79,0,0,59.47,7.09,40.87,0.09,0,51.95
"23103146",0,0,0,0,93.35,0,0,0,0,81.1
"23103148",0,0,0,1.47,93.41,0,0,0,0.21,94.03
"23103150",0,0,0,0,100,0,0,0,0,100
"23103152",0,0,0,3.84,96.16,0,0,0,3.84,96.16
"23103154",0,0,0,0,86.76,0.31,0,0,16.02,56.59
"23103156",3.6,0,0,85.81,10.59,3.6,0,0,85.81,10.59
"23103158",8.75,0,0,76.86,14.39,8.75,0,0,76.86,14.39
"23103160",1.57,49.27,0,0,46.49,1.78,48.58,0.11,0,47.9
"23103162",8.49,55.55,1.16,0,16.54,9.22,54.36,2.59,0,15.12
"23103164",0,0,0,0,96.43,0.31,0,0,15.99,56.66
"23103166",0,0,0,0,80,0,0,0,0,75.43
"23103168",0,0,0,0,100,0.31,0,0,15.98,56.69
"23103170",8.73,0,0,74.45,16.46,8.73,0,0,74.45,16.46
"23103174",0,0,0,0,92.5,0,0,0,0,92.5
"23103178",0,0,0,0,68.4,0,0,0,0,68.4
"23103180",1.75,0.02,3.88,35.41,57.16,1.75,0.02,3.88,35.41,57.16
"23103184",4.05,0,19.6,74.63,1.71,5.09,23.91,2.36,17.53,49.03
"23103184",4.05,0,19.6,74.63,1.71,5.09,23.91,2.36,17.53,49.03
"23103184",4.05,0,19.6,74.63,1.71,5.09,23.91,2.36,17.53,49.03
"23103188",5.36,0,0,87.63,5.98,0.31,0,0,6.74,66.47
"23103190",0.06,0,0,22.18,66.53,0.01,0,0,5.09,81.7
"23103192",0.9,0,0,83.79,13.57,1.67,0,0.12,39.19,58.51
"23103194",0,0,0,7.75,75.46,0,0,0,7.75,75.46
"23103196",0,0,0,89.78,10.22,0,0,0,13.82,69.87
"23103198",0,0,0,0,100,0,0,0,0,100
"23103200",0,0,0,100,0,0,0,0,8.29,75.02
"23103202",4.02,0,0,85.24,10.32,3.12,0,0,51.39,40.14
"23103204",9.16,45.67,0.17,0,45,9.16,45.67,0.17,0,45
"23103206",0,0,0,0,78.63,0,0,0,0,78.85
"23103208",6.11,0,0,93.89,0,8.69,0,0,74.81,16.15
"23103210",0,0,0,97.22,2.78,0,0,0,10.31,73.38
"23103212",3.16,0,0,89.04,7.8,3.16,0,0,89.04,7.8
"23103214",1.23,0,0,89.65,9.13,1.23,0,0,89.65,9.13
"23103218",0,0,0,0,100,2.24,0,0,89.25,8.52
"23103220",0.33,0,0,68.42,30.23,0.33,0,0,68.42,30.23
"23103222",3.74,0,1.96,24.43,64.13,4.91,0.03,1.26,15.68,73.55
"23103224",5.35,0,0,65.6,25.6,5.35,0,0,65.6,25.6
"23103226",2.18,0,0,40.62,44.95,2.18,0,0,40.62,44.95
"23103228",0,0,0,0,80.92,0,0,0,0,80.92
"23103230",0,0,33.33,66.67,0,5.09,23.9,2.37,17.55,49.02
"23103232",0,0,0,0,96.51,0.3,0,0,15.83,57.05
"23103234",1.21,0.67,0,0,84.58,1.21,0.67,0,0,84.58
"23103236",1.03,0,0,98.97,0,2.97,0,0,54.81,37.26
"23103238",2.07,0,0,97.93,0,2.44,0,0,83.07,10.14
"23103240",7.58,71.77,0,0,20.65,7.58,71.77,0,0,20.65
"23103244",3.48,0,67.53,24.83,2.42,17.14,0.14,19.86,61,1.67
"23103246",0,0,0,0,72.19,0,0,0,0,72.19
"23103248",4.14,0,1.14,23.78,61.53,3.74,19.74,1.15,1.17,72.28
"23103250",5.74,0,0,0,84.43,7.94,0,0,0,91.42
"23103252",12.77,0,0,74.89,12.34,0.77,0,0,9.21,77.6
"23103254",8.59,0,0,75.16,14.08,8.59,0,0,75.16,14.08
"23103256",8.43,0,0,90.65,0,2.07,0,0,5.86,85.56
"23103258",8.96,0,3.73,83.45,2.31,7.73,0,2.35,78,9.7
"23103260",0,0,0,100,0,2.4,0,0,9.3,82.01
"23103262",0.99,0,0,0,99.01,0.99,0,0,0,99.01
"23103266",11.38,0,0,83.88,2.06,11.38,0,0,83.88,2.06
"23103268",0,0,0,0,80.72,0,0,0,0,85.35
"23103272",7.18,0,0,86.77,0,8.29,0,0,46.31,41.93
"23103276",1.86,0,7.34,34.19,55.88,2.24,0.01,5.19,42.2,48.92
"23103278",0,0,0,0,89.85,0.3,0,0,15.43,57.89
"23103280",0,0,0,2.86,74.29,0,0,0,0.05,72.23
"23103282",9.03,0,24.22,7.52,48.7,4.92,22.44,2.54,18.98,49.07
"23103284",0,0,15.92,72.22,11.85,4.91,22.37,2.56,18.98,49.13
"23103288",2.45,17.95,3.09,0,76.51,2.45,17.95,3.09,0,76.51
"23103290",2.4,0,4.42,29.06,62.41,4.9,22.22,2.57,19.04,49.22
"23103292",1.16,0,15.35,28.5,52.08,4.86,21.97,2.72,19.31,49.1
"23103294",0,0,0,3.23,95.16,0.28,0,0,14.54,58.76
"23103296",0,0,0,0,91.1,0,0,0,0,91.1
"23103298",0,0,0,14.84,48.23,0,0,0,14.84,48.23
"23103300",0,0,0,0,40.41,0,0,0,0,40.41
"23103304",3.86,0,0,96.13,0,2.98,0,0,75.24,18.22
"23103306",3.84,0,0,93.41,2.75,2.17,0,0,49.35,45.72
"23103308",5,0,0,60.57,26.23,2.18,0,0,32.2,52.84
"23103312",8.57,0,0,91.43,0,2.18,0,0,32.2,52.84
"23103314",0,0,0,0,73.91,0.28,0,0,14.53,58.77
"23103316",0,0,0,75.42,23.2,0,0,0,75.42,23.2
"23103318",0,0,0,0,95,0,0,0,0,95
"23103320",8.57,0,0,91.43,0,2.26,0,0,32.93,52.19
"23103322",0,0,0,0,100,6.73,0,0,0,93.2
"23103324",1.1,0,0,68.11,30.78,1.1,0,0,68.11,30.78
"23103326",0,0,0,16.49,83.51,4.2,0,0,70.08,25.72
"23103328",9.03,0,0,86.14,4.01,0.77,0,0,9.45,71.31
"23103330",0,0,0,0,91.07,0.28,0,0,14.51,58.82
"23103332",36.36,0,0,59.09,0,0.8,0,0,9.47,71.28
"23103334",12.77,0,0,84.04,3.19,0.81,0,0,9.6,71.17
"23103336",0,0,0,0,95.45,0.28,0,0,14.5,58.84
"23103338",8.4,64.59,1.49,0,23.08,8.4,64.59,1.49,0,23.08
"23103340",5.06,0.48,11.47,72.84,9.32,5.06,0.48,11.47,72.84,9.32
"23103344",0,0,0,0,89.71,0,0,0,0,89.71
"23103346",0,0,0,27,49.51,0,0,0,27,49.51
"23103348",0,0,0,0,86.42,0,0,0,0,86.42
"23103350",0,0,0,18.47,73.49,0,0,0,4.77,86.57
"23103352",0,0,0,39.69,51.91,0.28,0,0,14.59,58.82
"23103354",0,0,34.1,63.98,1.92,4.86,21.96,2.73,19.33,49.08
"23103354",0,0,34.1,63.98,1.92,4.86,21.96,2.73,19.33,49.08
"23103356",11.74,27.68,0,0,60.57,8.91,38.08,0.08,0,52.93
"23103360",9.18,0,0.09,89.74,0.98,9.18,0,0.09,89.74,0.98
"23103362",4.89,0,0,86.98,8.13,2.25,0,0,39.62,51.92
"23103364",0,0,0,100,0,2.66,0,0,69.05,25.09
"23103366",0,0,0,0,51.49,0,0,0,0,51.49
"23103368",0,0,0,0,34.62,0,0,0,0,34.62
"23103370",0,0,0,100,0,2.5,0,0,58.05,35.12
"23103372",8.26,0,0,90.5,1.25,6.77,0,0,89.81,3.42
"23103374",9.71,23.88,0,0,66.42,9.93,41.2,0.05,0,48.84
"23103376",2.59,8.49,0,0,88.92,2.59,8.49,0,0,88.92
"23103378",0.3,53.77,0.27,0,45.66,0.91,46.2,0.21,0,51.96
"23103380",4.71,0,0,95.29,0,1.05,0,0,15.39,72.04
"23103382",27.94,0,0,72.06,0,3.43,0,0,63.76,29.28
"23103384",8.46,0,0,82.8,7.58,5.31,0,0,57.46,30.25
"23103388",0,0,0,0,93.35,0,0,0,0,81.22
"23103390",11.17,0,0,80.46,8.38,0.38,0,0,15.71,57.97
"23103392",0,0,0,0,80.39,0,0,0,0,80.39
"23103394",14.01,0,0,0,85.86,14.01,0,0,0,85.86
"23103396",0,0,0,73.91,26.09,0.38,0,0,15.74,57.95
"23103398",0,0,0,0,75.58,0,0,0,0,75.58
"23103400",2.71,0,12.46,27.94,56.88,4.84,21.82,2.73,19.25,49.33
"23103402",0.73,0,11.02,17.98,69.21,4.85,21.88,2.73,19.27,49.23
"23103404",17.39,0,0,60.87,21.74,0.39,0,0,15.77,57.93
"23103406",4.69,0,0.78,42.45,52.08,1.42,0,0.09,8.42,90.06
"23103408",13.06,0,0,86.94,0,3.23,0,0,34.6,52.9
"23103410",6.96,0,0,92.62,0.42,1.37,0,0,20.3,56.04
"23103412",0,0,0,0,89.59,0,0,0,2.65,86.7
"23103416",0,0,0,0,51.06,0,0,0,0,51.06
"23103418",0.77,0,0,53.07,46.16,0.77,0,0,53.07,46.16
"23103420",0,0,0,0,66.37,0,0,0,0,46.33
"23103422",0,0,0,0,50.03,0,0,0,0,50.03
"23103424",12.15,0,0,87.85,0,2.48,0,0,28.88,53.98
"23103430",5.7,17.69,0,0,76.6,9.25,38.63,0.06,0,52.05
"23103432",8.07,45.73,0,0,46.19,10.48,44.2,0.05,0,45.27
"23103434",2.05,0,15.75,74.66,2.74,4.86,21.95,2.74,19.35,49.07
"23103438",0,0,0,28.65,60.06,0,0,0,28.65,60.06
"23103440",0,0,0,9.25,87.29,0,0,0,9.25,87.29
"23103444",0,0,0,0,66.67,0,0,0,0,57.5
"23103446",0,0,0,7.97,58.24,0,0,0,7.97,58.24
"23103448",0,0,0,6.65,78.01,0,0,0,6.65,78.01
"23103450",0,0,0,0,87.49,0,0,0,0,87.49
"23103454",3.13,0,0.38,0,87.01,0.43,0,0.05,0,83.76
"23103458",8.13,42.21,0,0,47.79,8.13,42.21,0,0,47.79
"23103460",10.58,0,0,89.41,0,0.94,0,0,10.6,70.27
"23103462",6.5,0,0,92.89,0.61,8.89,0,0,57.05,31.1
"23103464",0,0,0,0,47.22,0,0,0,0,86.67
"23103466",0,0,0,48.71,51.29,0,0,0,48.71,51.29
"23103468",2.21,0,0,13.89,81.36,3.13,0,0,38.7,54.61
"23103470",0,0,0,14.24,83.72,0,0,0,14.24,83.72
"23103472",7.55,34.18,0.3,0,57.96,10.78,44.01,0.06,0,45.16
"23103474",11.48,39.57,0,0,48.95,11.48,39.57,0,0,48.95
"23103476",0,0,0,5.33,69.33,0,0,0,7.31,67.4
"23103478",0,0,0,34.46,43.5,0,0,0,14.65,79.01
"23103480",0,0,0,2.39,64.63,0,0,0,2.39,64.63
"23103482",0,0,0,6.81,44,0,0,0,6.81,44
"23103484",1.55,0,14.2,19.74,64.27,4.83,21.76,2.77,19.29,49.32
"23103486",0,0,0,14.29,54.61,0,0,0,14.29,54.61
"23103488",0,0,0,20.25,34.61,0,0,0,20.25,34.61
"23103490",0,0,0,0,94.01,0,0,0,0,94.01
"23103492",5.67,0,7.4,83.68,2.95,15.8,0.6,1.59,71.22,9.65
"23103494",10.56,0,0,0,89.45,10.56,0,0,0,89.45
"23103496",4.34,19.5,0.56,0,75.27,8.3,35.59,0.11,0,55.94
"23103498",0,0,0,0,87.65,0,0,0,1.08,92.06
"23103500",0,0,0,0,65.04,0,0,0,0,65.04
"23103502",0,0,0,0,69.94,0,0,0,0,69.94
"23103504",44,0,0,56,0,9.16,0,0,89.77,1.08
"23103506",3.74,0,0,0,96.06,3.74,0,0,0,96.06
"23103508",44.44,0,0,55.56,0,9.43,0,0,89.5,1.07
"23103510",0,0,0,0,100,0,0,0,0,62.21
"23103512",1.85,0.73,2.76,0.45,93.3,5.05,27.57,1.55,0.07,65.49
"23103514",1.48,0.27,0,0,97.77,1.48,0.27,0,0,97.77
"23103516",8.36,0,0,90.54,1.1,8.36,0,0,90.54,1.1
"23103518",0,0,0,0,100,0,0,0,0,62.52
"23103520",0,0,0,0,87.34,0,0,0,0,57.07
"23103524",0.07,46.05,0,0,53.89,0.07,46.05,0,0,53.89
"23103526",16.96,0.33,0,82.52,0.19,10.97,0.09,0,76.95,11.74
"23103528",3.38,43.02,0,0,53.6,3.38,43.02,0,0,53.6
"23103532",7.41,0,0,92.59,0,2.7,0,0,31.24,51.96
"23103534",8.64,0,0,91.37,0,9.16,0,0,90.17,0.69
"23103536",0,0,0,0,67.63,0,0,0,0,67.63
"23103538",37.5,0,0,62.5,0,3.47,0,0,38.11,45.98
"23103540",13.41,0,0,86.59,0,4.07,0,0,65.18,27.44
"23103542",0,0,0,1.53,71.01,0,0,0,8.17,52.87
"23103544",0,0,0,1.92,55.32,0,0,0,1.92,55.32
"23103546",0.77,0,5.05,19.13,74.95,4.82,21.71,2.78,19.29,49.39
"23103546",0.77,0,5.05,19.13,74.95,4.82,21.71,2.78,19.29,49.39
"23103548",20.18,0,0,79.82,0,2.19,0,0,17.53,64.34
"23103550",1.29,0,0.37,10.66,87.68,4.81,21.7,2.78,19.28,49.41
"23103552",2.01,0,0,12.41,68.93,2.01,0,0,12.41,68.93
"23103554",0,0,0,0,73.21,0,0,0,0,73.21
"23103556",4.78,29.15,0,0,66,4.78,29.15,0,0,66
"23103558",11.55,53.12,0,0,35.33,11.55,53.12,0,0,35.33
"23103560",9.58,0,0,90.16,0.27,0.64,0,0,17.81,56.34
"23103562",0,0,0,18.67,77.07,0,0,0,0.69,63.06
"23103564",1.45,0,0,35.72,62.39,1.45,0,0,35.72,62.39
"23103566",3.51,0,0,96.29,0.19,1.18,0,0,12.5,59.64
"23103568",17.65,0,0,64.71,17.65,1.18,0,0,12.52,59.62
"23103570",6.28,0,0,72.9,10.79,0.9,0,0,9.65,59.47
"23103572",20,0,0,63.64,16.36,0.76,0,0,7.93,60.8
"23103574",20.59,0,0,2.94,41.18,0.72,0,0,7.82,60.88
"23103580",0,0,0,33.1,18.06,0,0,0,33.1,18.06
"23103582",0,0,0,0,57.62,0,0,0,0,57.62
"23103584",0,0,0,0,52.12,0,0,0,4.15,53.52
"23103586",0,0,0,0,99.88,0,0,0,0,99.88
"23103588",5.58,0,0,76.26,3.35,0.69,0,0,7.83,60.91
"23103590",9.7,0,0,30.23,59.7,0.98,0,0,10.39,60.84
"23103592",0,0,0,26.54,45.79,0,0,0,12.04,69.8
"23103594",0,0,0,0,90,0.86,0,0,10.1,60.86
"23103596",3.38,27,0,0,69.36,3.38,27,0,0,69.36
"23103600",0.7,0.2,0.1,0,99.01,0.7,0.2,0.1,0,99.01
"23103602",0,0,0,0,88.89,0.86,0,0,10.11,60.83
"23103604",0,0,0,38.76,14.73,0,0,0,38.76,14.73
"23103608",1.92,0,0,54.61,43.46,1.92,0,0,54.61,43.46
"23103610",0,0,0,23.73,76.27,2.34,0,0,41.94,49.54
"23103612",0.99,0,0,3.92,95.08,0.99,0,0,3.92,95.08
"23103614",0,0,8.39,84.29,7.14,0,0,8.39,84.29,7.14
"23103616",0,0,0,0,48.51,0,0,0,12.15,45.49
"23103618",2.17,0,0.26,21.7,75.86,2.17,0,0.26,21.7,75.86
"23103620",2.21,0.24,10.69,22.56,62.58,4.79,21.51,2.84,19.31,49.52
"23103622",4.44,8.86,0.38,0,86.32,4.44,8.86,0.38,0,86.32
"23103624",0,0,0,56.05,34.85,0,0,0,56.05,34.85
"23103626",0,0,0,0,66.46,0,0,0,0,66.46
"23103628",1.76,0,0,47.36,50.14,1.71,0,0,65.4,32.37
"23103630",0,0,0,44.72,47.17,0,0,0,44.72,47.17
"23103632",0,6.73,1.15,0,92.12,5.82,33.5,1.38,0,59.13
"23103634",0,0,0,0,98.98,1.98,0,0,27.33,67.85
"23103636",0,0,0,0,77.95,0,0,0,0.77,85.43
"23103638",0,17.65,0,0,82.35,6.5,36.38,1.49,0,55.45
"23103640",0.34,0,0,0,86.15,0.34,0,0,0,86.15
"23103642",0,0,0,0,73.37,0,0,0,0,73.37
"23103644",0,0,0,4.43,95.57,2.1,0,0,52.11,45.78
"23103646",3.1,0,0,29,67.73,3.1,0,0,29,67.73
"23103648",3.38,39.95,0,0,55.46,3.38,39.95,0,0,55.46
"23103650",0.75,0,0.39,2.03,95.82,0.75,0,0.39,2.03,95.82
"23103652",0,0,0,49.19,35.48,0,0,0,8.85,52.53
"23103654",0.51,0,0,8.53,64.35,0.51,0,0,8.53,64.35
"23103656",11,0,0,87.16,1.33,4.16,0,0,48.24,38.23
"23103660",0,0,0,0.36,67.87,0,0,0,3.78,54.94
"23103662",0,0,0,31.75,44.44,0,0,0,12.9,68.68
"23103666",6.99,5.68,0,0,87.34,6.52,36.41,1.49,0,55.41
"23103668",0,0,0,0,100,0,0,0,0,100
"23103670",3.21,0,0,14.94,75.05,0.86,0,0,10.12,60.8
"23103674",0.73,0,0,41.74,53.54,0.73,0,0,41.74,53.54
"23103676",10.73,12.45,1.68,0,75.13,10.73,12.45,1.68,0,75.13
"23103678",0,0,0,0,77.94,0,0,0,0,77.94
"23103680",10.82,39.31,0,0,46.91,10.82,39.31,0,0,46.91
"23103682",0.92,0,0,84.63,10.02,0.92,0,0,84.63,10.02
"23103684",0,0,0,18.42,59.87,0,0,0,10.06,64.09
"23103686",0,0,0,17.77,74.09,0,0,0,43.58,47.63
"23103688",5.2,9.46,1.47,0,83.87,7.64,40.31,1.85,0,50
"23103690",1.46,0,0,49.38,45.8,1.49,0,0,61.87,35.01
"23103692",3.02,49.17,1.85,0,44.91,3.17,45.33,1.08,0,49.3
"23103696",13.62,0,0,85.2,0.72,1.26,0,0,17.16,56.37
"23103700",100,0,0,0,0,1.26,0,0,17.16,56.36
"23103702",48,0,0,52,0,1.26,0,0,17.17,56.35
"23103704",0,0,0,0,61.55,0,0,0,0,61.55
"23103706",0,0,0,0,57.87,0,0,0,0,57.87
"23103708",0,0,0,0,72.41,0,0,0,0,72.41
"23103710",0,0,0,0,66.67,0,0,0,0,66.67
"23103712",6.58,57.26,0.23,0,35.93,8.22,55.97,2.02,0,33.47
"23103716",0,0,0,51.63,18.5,0,0,0,48.96,17.72
"23103718",0,0,0,60.08,17.46,0,0,0,50.46,17.67
"23103720",1.31,0,0,0,89.05,0.72,0,0,0,79.97
"23103722",2.58,29.21,0.33,0,67.88,2.58,29.21,0.33,0,67.88
"23103724",7.93,0,0,50.45,38.91,7.93,0,0,50.45,38.91
"23103726",7.74,5.75,0,0,86.51,1.66,20.52,0,0,77.82
"23103728",0,0,0,0.75,98.7,0,0,0,0.75,98.7
"23103730",0,0,0,0,73.48,0,0,0,0,73.48
"23103732",0.36,0,0.18,0.78,87.69,0.36,0,0.18,0.78,87.69
"23103736",10.78,0,0,89.22,0,1.37,0,0,17.83,55.83
"23103738",5.59,0,0,0,92,5.13,0,0,0,93.1
"23103742",9.5,76.47,0.07,0,13.82,9.5,76.47,0.07,0,13.82
"23103744",0.63,0,0,0,68.84,0.38,0,0,0,70.56
"23103746",7.63,0,0,92.05,0,7.63,0,0,92.05,0
"23103748",0,0,0,100,0,8.28,0,0,76.33,14.23
"23103750",14.64,0,0,85.37,0,8.29,0,0,76.36,14.16
"23103752",53.33,0,0,46.67,0,8.37,0,0,76.32,14.14
"23103756",3.59,0,0,10.26,86.14,3.59,0,0,10.26,86.14
"23103758",1.95,0,0,30.15,67.9,2.17,0,0,40.52,53.7
"23103760",0,0,0,38.51,49.4,0,0,0,15.91,61.19
"23103764",4.82,31.01,7.7,0,56.46,9.4,52.7,2.47,0,34.97
"23103766",0,0,0,0,58.59,0,0,0,0,58.59
"23103768",0,61.43,3.69,0,32.52,0,61.43,3.69,0,32.52
"23103770",9.94,0,0,85.7,3.92,8.75,0,0,64.92,24.54
"23103772",5.49,0,0,93.82,0.69,8.22,0,0,77.32,13.37
"23103774",0,0,0,0,82.18,1.04,0,0,14.61,75.89
"23103776",0.97,0,0,0,57.24,0.88,0,0,0,58.27
"23103778",0,0,0,0,100,0,0,0,0,100
"23103780",0,0,0,0,100,0,0,0,0,100
"23103782",0,0,0,0,99.63,0,0,0,0,93.74
"23103784",0,0,0,0,66.17,0,0,0,0,66.17
"23103786",0,0,0,0,74.48,0,0,0,0,63.34
"23103788",7.74,57.83,0.06,0,29.72,7.74,57.83,0.06,0,29.72
"23103790",0,0,0,0,100,2.35,0,0,33.65,61.17
"23103792",0,0,0,5.64,94.36,0,0,0,5.64,94.36
"23103794",0,0,0,0,99.92,1.92,0,0,28.34,67.4
"23103796",1.24,30.25,0.76,0,67.75,1.24,30.25,0.76,0,67.75
"23103798",0,0,0,0,52.65,0,0,0,0,52.65
"23103800",0,0,0,0,93.04,2.18,0,0,39.41,57.61
"23103802",0,0,0,0,54.39,0,0,0,0,54.39
"23103804",0,0,0,2.36,66.97,0,0,0,9.14,52.09
"23103806",0,0,0,12.03,60.76,0,0,0,44.37,24.02
"23103808",0,0,0,0,100,0,0,0,0,64.56
"23103810",7.9,36.46,0.57,0,46.9,7.9,36.46,0.57,0,46.9
"23103812",8.88,70.56,1.64,0,18.93,5.11,68.18,2.01,0,24.7
"23103814",0.16,11.67,0,0,87.97,0.16,11.67,0,0,87.97
"23103816",5.15,17.87,0,0,76.89,5.15,17.87,0,0,76.89
"23103820",1.61,0,0,37.82,59.92,1.61,0,0,37.82,59.92
"23103822",4.43,48.2,0.23,0,40.8,4.43,48.2,0.23,0,40.8
"23103824",0,0,0,0,72.06,0,0,0,0,67.94
"23103826",0,0,0,0,80,0,0,0,0,64.69
"23103828",0,0,0,92.66,7.34,0,0,0,92.66,7.34
